plot;species;layer;cov;voucher;comment;history
john81;Rumex alpestris;hl;2;;;
john81;Rumex alpinus;hl;+;;;
john81;Sagina saginoides;hl;+;;;
john81;Senecio subalpinus;hl;3;;;
john81;Soldanella alpina;hl;+;;;
john81;Thelypteris limbosperma;hl;+;;;
john81;Trifolium pratense;hl;3;;;
john81;Trifolium repens;hl;3;;;
john81;Vaccinium myrtillus;hl;+;;;
john81;Veratrum album;hl;10;;;
john81;Veronica serpyllifolia;hl;+;;;
john81;Viola biflora;hl;+;;;
john82;Achillea millefolium agg.;hl;+;;;
john82;Agrostis capillaris;hl;3;;;
john82;Alchemilla monticola;hl;+;;;
john82;Anemone nemorosa;hl;5;;;
john82;Anthoxanthum alpinum;hl;35;;;
john82;Calycocorsus stipitatus;hl;3;;;
john82;Cardaminopsis halleri;hl;+;;;
john82;Carex nigra;hl;+;;;
john82;Chaerophyllum hirsutum;hl;+;;;
john82;Cirsium palustre;hl;+;;;
john82;Crepis aurea;hl;+;;;
john82;Deschampsia cespitosa;hl;5;;;
john82;Festuca pratensis;hl;+;;;
john82;Festuca rubra agg.;hl;15;;;
john82;Gnaphalium sylvaticum;hl;+;;;
john82;Hypericum maculatum;hl;+;;;
john82;Juncus filiformis;hl;15;;;
john82;Leontodon helveticus;hl;+;;;
john82;Leontodon hispidus;hl;+;;;
john82;Ligusticum mutellina;hl;10;;;
john82;Luzula luzulina;hl;+;;;
john82;Luzula multiflora;hl;3;;;
john82;Lychnis flos-cuculi;hl;+;;;
john82;Lysimachia nemorum;hl;+;;;
john82;Myosotis sp.;hl;+;;;
john82;Nardus stricta;hl;25;;;
john82;Phleum rhaeticum;hl;5;;;
john82;Poa annua;hl;+;;;
john82;Potentilla aurea;hl;3;;;
john82;Potentilla erecta;hl;+;;;
john82;Pseudorchis albida;hl;+;;;
john82;Ranunculus acris;hl;+;;;
john82;Ranunculus repens;hl;+;;;
john82;Rumex alpestris;hl;+;;;
john82;Rumex alpinus;hl;+;;;
john82;Sagina saginoides;hl;+;;;
john82;Senecio subalpinus;hl;+;;;
john82;Soldanella alpina;hl;+;;;
john82;Thelypteris limbosperma;hl;+;;;
john82;Trifolium pratense;hl;r;;;
john82;Trifolium repens;hl;3;;;
john82;Vaccinium myrtillus;hl;+;;;
john82;Veratrum album;hl;5;;;
john82;Veronica alpina;hl;+;;;
john83;Achillea millefolium agg.;hl;+;;;
john83;Agrostis capillaris;hl;3;;;
john83;Alchemilla monticola;hl;+;;;
john83;Anemone nemorosa;hl;15;;;
john83;Anthoxanthum alpinum;hl;35;;;
john83;Calycocorsus stipitatus;hl;3;;;
john83;Carex echinata;hl;+;;;
john83;Carex leporina;hl;+;;;
john83;Carex nigra;hl;+;;;
john83;Chaerophyllum hirsutum;hl;+;;;
john83;Cirsium palustre;hl;+;;;
john83;Crepis aurea;hl;+;;;
john83;Dactylorhiza maculata;hl;2;;;
john83;Deschampsia cespitosa;hl;5;;;
john83;Festuca rubra agg.;hl;15;;;
john83;Gnaphalium sylvaticum;hl;2;;;
john83;Juncus filiformis;hl;15;;;
john83;Leontodon helveticus;hl;+;;;
john83;Leontodon hispidus;hl;+;;;
john83;Ligusticum mutellina;hl;10;;;
john83;Luzula luzulina;hl;+;;;
john83;Luzula multiflora;hl;3;;;
john83;Lychnis flos-cuculi;hl;+;;;
john83;Lysimachia nemorum;hl;+;;;
john83;Myosotis sp.;hl;+;;;
john83;Nardus stricta;hl;30;;;
john83;Phleum rhaeticum;hl;5;;;
john83;Poa annua;hl;+;;;
john83;Potentilla aurea;hl;3;;;
john83;Potentilla erecta;hl;10;;;
john83;Pseudorchis albida;hl;+;;;
john83;Ranunculus acris;hl;+;;;
john83;Ranunculus repens;hl;+;;;
john83;Rumex alpestris;hl;+;;;
john83;Rumex alpinus;hl;+;;;
john83;Sagina saginoides;hl;+;;;
john83;Senecio subalpinus;hl;+;;;
john83;Thelypteris limbosperma;hl;+;;;
john83;Trifolium pratense;hl;3;;;
john83;Trifolium repens;hl;+;;;
john83;Veratrum album;hl;5;;;
john83;Viola biflora;hl;2;;;
john84;Achillea millefolium agg.;hl;+;;;
john84;Agrostis capillaris;hl;+;;;
john84;Ajuga reptans;hl;+;;;
john84;Alchemilla monticola;hl;+;;;
john84;Anemone nemorosa;hl;5;;;
john84;Anthoxanthum alpinum;hl;35;;;
john84;Calycocorsus stipitatus;hl;+;;;
john84;Cardaminopsis halleri;hl;+;;;
john84;Carex canescens;hl;+;;;
john84;Carex nigra;hl;+;;;
john84;Chaerophyllum hirsutum;hl;+;;;
john84;Cirsium palustre;hl;+;;;
john84;Dactylorhiza maculata;hl;+;;;
john84;Deschampsia cespitosa;hl;5;;;
john84;Festuca rubra agg.;hl;15;;;
john84;Gnaphalium sylvaticum;hl;+;;;
john84;Juncus filiformis;hl;+;;;
john84;Leontodon hispidus;hl;+;;;
john84;Ligusticum mutellina;hl;5;;;
john84;Luzula multiflora;hl;+;;;
john84;Lychnis flos-cuculi;hl;r;;;
john84;Nardus stricta;hl;30;;;
john84;Phleum rhaeticum;hl;5;;;
john84;Poa annua;hl;+;;;
john84;Potentilla aurea;hl;+;;;
john84;Potentilla erecta;hl;5;;;
john84;Ranunculus acris;hl;+;;;
john84;Ranunculus repens;hl;+;;;
john84;Rumex alpestris;hl;+;;;
john84;Rumex alpinus;hl;+;;;
john84;Sagina saginoides;hl;+;;;
john84;Senecio subalpinus;hl;+;;;
john84;Thelypteris limbosperma;hl;r;;;
john84;Trifolium pratense;hl;+;;;
john84;Veratrum album;hl;5;;;
john84;Viola biflora;hl;+;;;
john91;Achillea millefolium agg.;hl;+;;;
john91;Agrostis capillaris;hl;5;;;
john91;Ajuga genevensis;hl;1;;;
john91;Alchemilla monticola;hl;+;;;
john91;Anthoxanthum alpinum;hl;20;;;
john91;Arnica montana;hl;+;;;
john91;Avenella flexuosa;hl;+;;;
john91;Calluna vulgaris;hl;1;;;
john91;Calycocorsus stipitatus;hl;+;;;
john91;Campanula barbata;hl;2;;;
john91;Campanula scheuchzeri;hl;+;;;
john91;Carex caryophyllea;hl;+;;;
john91;Carex leporina;hl;1;;;
john91;Carex pallescens;hl;+;;;
john91;Carex pilulifera;hl;+;;;
john91;Carex sempervirens;hl;+;;;
john91;Dactylorhiza maculata;hl;1;;;
john91;Deschampsia cespitosa;hl;10;;;
john91;Festuca rubra agg.;hl;20;;;
john91;Gentiana asclepiadea;hl;+;;;
john91;Gnaphalium sylvaticum;hl;+;;;
john91;Gymnadenia conopsea;hl;2;;;
john91;Hieracium aurantiacum;hl;10;;;
john91;Hieracium lachenalii;hl;+;;;
john91;Hypericum maculatum;hl;+;;;
john91;Juncus effusus;hl;+;;;
john91;Leontodon helveticus;hl;+;;;
john91;Lotus corniculatus;hl;+;;;
john91;Luzula luzuloides;hl;+;;;
john91;Luzula multiflora;hl;2;;;
john91;Lychnis flos-cuculi;hl;+;;;
john91;Lysimachia nemorum;hl;+;;;
john91;Melampyrum sylvaticum;hl;+;;;
john91;Nardus stricta;hl;25;;;
john91;Phleum rhaeticum;hl;10;;;
john91;Phyteuma persicifolium;hl;1;;;
john91;Poa annua;hl;+;;;
john91;Poa trivialis;hl;+;;;
john91;Potentilla aurea;hl;5;;;
john91;Potentilla erecta;hl;+;;;
john91;Prunella vulgaris;hl;+;;;
john91;Pseudorchis albida;hl;+;;;
john91;Ranunculus acris;hl;+;;;
john91;Ranunculus repens;hl;+;;;
john91;Rumex alpestris;hl;2;;;
john91;Rumex alpinus;hl;5;;;
john91;Senecio ovatus;hl;r;;;
john91;Senecio subalpinus;hl;+;;;
john91;Silene vulgaris;hl;+;;;
john91;Solidago virgaurea;hl;+;;;
john91;Stellaria graminea;hl;+;;;
john91;Stellaria nemorum;hl;+;;;
john91;Trifolium pratense;hl;2;;;
john91;Trifolium repens;hl;+;;;
john91;Vaccinium myrtillus;hl;+;;;
john91;Veratrum album;hl;10;;;
john91;Veronica officinalis;hl;2;;;
john91;Veronica serpyllifolia;hl;+;;;
john92;Achillea millefolium agg.;hl;+;;;
john92;Agrostis capillaris;hl;5;;;
john92;Ajuga genevensis;hl;1;;;
john92;Alchemilla monticola;hl;+;;;
john92;Anthoxanthum alpinum;hl;20;;;
john92;Arnica montana;hl;5;;;
john92;Avenella flexuosa;hl;+;;;
john92;Calluna vulgaris;hl;1;;;
john92;Calycocorsus stipitatus;hl;+;;;
john92;Campanula barbata;hl;2;;;
john92;Campanula scheuchzeri;hl;+;;;
john92;Carex leporina;hl;+;;;
john92;Carex pallescens;hl;+;;;
john92;Carex pilulifera;hl;+;;;
john92;Dactylorhiza maculata;hl;+;;;
john92;Deschampsia cespitosa;hl;5;;;
john92;Epilobium alpestre;hl;+;;;
john92;Festuca rubra agg.;hl;20;;;
john92;Gnaphalium sylvaticum;hl;+;;;
john92;Gymnadenia conopsea;hl;2;;;
john92;Hieracium aurantiacum;hl;+;;;
john92;Hieracium lachenalii;hl;+;;;
john92;Hypericum maculatum;hl;2;;;
john92;Juncus effusus;hl;+;;;
john92;Juncus filiformis;hl;+;;;
john92;Leontodon helveticus;hl;+;;;
john92;Lotus corniculatus;hl;+;;;
john92;Luzula luzuloides;hl;+;;;
john92;Luzula multiflora;hl;2;;;
john92;Lychnis flos-cuculi;hl;+;;;
john92;Lysimachia nemorum;hl;+;;;
john92;Melampyrum sylvaticum;hl;+;;;
john92;Nardus stricta;hl;20;;;
john92;Peucedanum ostruthium;hl;+;;;
john92;Phleum rhaeticum;hl;10;;;
john92;Phyteuma persicifolium;hl;2;;;
john92;Poa alpina;hl;+;;;
john92;Poa trivialis;hl;+;;;
john92;Potentilla aurea;hl;10;;;
john92;Potentilla erecta;hl;2;;;
john92;Prunella vulgaris;hl;+;;;
john92;Pseudorchis albida;hl;+;;;
john92;Ranunculus acris;hl;+;;;
john92;Ranunculus repens;hl;+;;;
john92;Rumex alpestris;hl;2;;;
john92;Rumex alpinus;hl;5;;;
john92;Senecio ovatus;hl;r;;;
john92;Senecio subalpinus;hl;+;;;
john92;Silene vulgaris;hl;+;;;
john92;Solidago virgaurea;hl;+;;;
john92;Stellaria graminea;hl;2;;;
john92;Stellaria nemorum;hl;+;;;
john92;Trifolium badium;hl;+;;;
john92;Trifolium pratense;hl;2;;;
john92;Trifolium repens;hl;+;;;
john92;Vaccinium myrtillus;hl;+;;;
john92;Veratrum album;hl;10;;;
john92;Veronica chamaedrys;hl;+;;;
john92;Veronica officinalis;hl;2;;;
john92;Veronica serpyllifolia;hl;+;;;
john93;Achillea millefolium agg.;hl;+;;;
john93;Agrostis capillaris;hl;5;;;
john93;Ajuga genevensis;hl;1;;;
john93;Alchemilla monticola;hl;+;;;
john93;Anthoxanthum alpinum;hl;20;;;
john93;Arnica montana;hl;5;;;
john93;Avenella flexuosa;hl;+;;;
john93;Calluna vulgaris;hl;1;;;
john93;Calycocorsus stipitatus;hl;+;;;
john93;Campanula barbata;hl;2;;;
john93;Campanula scheuchzeri;hl;+;;;
john93;Carex leporina;hl;+;;;
john93;Carex pallescens;hl;+;;;
john93;Carex pilulifera;hl;+;;;
john93;Dactylorhiza maculata;hl;+;;;
john93;Deschampsia cespitosa;hl;5;;;
john93;Epilobium alpestre;hl;+;;;
john93;Festuca rubra agg.;hl;20;;;
john93;Gnaphalium sylvaticum;hl;+;;;
john93;Gymnadenia conopsea;hl;2;;;
john93;Hieracium aurantiacum;hl;+;;;
john93;Hieracium lachenalii;hl;+;;;
john93;Hypericum maculatum;hl;2;;;
john93;Juncus effusus;hl;+;;;
john93;Juncus filiformis;hl;+;;;
john93;Leontodon helveticus;hl;+;;;
john93;Lotus corniculatus;hl;+;;;
john93;Luzula luzuloides;hl;+;;;
john93;Luzula multiflora;hl;2;;;
john93;Lychnis flos-cuculi;hl;+;;;
john93;Lysimachia nemorum;hl;+;;;
john93;Melampyrum sylvaticum;hl;+;;;
john93;Nardus stricta;hl;20;;;
john93;Peucedanum ostruthium;hl;+;;;
john93;Phleum rhaeticum;hl;10;;;
john93;Phyteuma persicifolium;hl;2;;;
john93;Poa alpina;hl;+;;;
john93;Poa trivialis;hl;+;;;
john93;Potentilla aurea;hl;10;;;
john93;Potentilla erecta;hl;2;;;
john93;Prunella vulgaris;hl;+;;;
john93;Pseudorchis albida;hl;+;;;
john93;Ranunculus acris;hl;+;;;
john93;Ranunculus repens;hl;+;;;
john93;Rumex alpestris;hl;2;;;
john93;Rumex alpinus;hl;5;;;
john93;Senecio ovatus;hl;r;;;
john93;Senecio subalpinus;hl;+;;;
john93;Silene vulgaris;hl;+;;;
john93;Solidago virgaurea;hl;+;;;
john93;Stellaria graminea;hl;2;;;
john93;Stellaria nemorum;hl;+;;;
john93;Trifolium badium;hl;+;;;
john93;Trifolium pratense;hl;2;;;
john93;Trifolium repens;hl;+;;;
john93;Vaccinium myrtillus;hl;+;;;
john93;Veratrum album;hl;10;;;
john93;Veronica chamaedrys;hl;+;;;
john93;Veronica officinalis;hl;2;;;
john93;Veronica serpyllifolia;hl;+;;;
john94;Achillea millefolium agg.;hl;+;;;
john94;Agrostis capillaris;hl;5;;;
john94;Ajuga genevensis;hl;1;;;
john94;Alchemilla monticola;hl;+;;;
john94;Anthoxanthum alpinum;hl;20;;;
john94;Arnica montana;hl;5;;;
john94;Avenella flexuosa;hl;+;;;
john94;Calluna vulgaris;hl;2;;;
john94;Calycocorsus stipitatus;hl;+;;;
john94;Campanula barbata;hl;2;;;
john94;Campanula scheuchzeri;hl;+;;;
john94;Cardaminopsis halleri;hl;+;;;
john94;Carex leporina;hl;+;;;
john94;Carex pallescens;hl;2;;;
john94;Carex pilulifera;hl;+;;;
john94;Carlina acaulis;hl;+;;;
john94;Dactylorhiza maculata;hl;+;;;
john94;Deschampsia cespitosa;hl;5;;;
john94;Festuca rubra agg.;hl;15;;;
john94;Gnaphalium sylvaticum;hl;2;;;
john94;Gymnadenia conopsea;hl;2;;;
john94;Hieracium aurantiacum;hl;+;;;
john94;Hieracium lachenalii;hl;+;;;
john94;Hieracium pilosella;hl;+;;;
john94;Hypericum maculatum;hl;2;;;
john94;Juncus effusus;hl;+;;;
john94;Leontodon helveticus;hl;+;;;
john94;Lotus corniculatus;hl;+;;;
john94;Luzula luzuloides;hl;+;;;
john94;Luzula multiflora;hl;2;;;
john94;Lychnis flos-cuculi;hl;+;;;
john94;Lysimachia nemorum;hl;+;;;
john94;Melampyrum sylvaticum;hl;+;;;
john94;Nardus stricta;hl;20;;;
john94;Peucedanum ostruthium;hl;+;;;
john94;Phleum rhaeticum;hl;10;;;
john94;Phyteuma persicifolium;hl;2;;;
john94;Poa annua;hl;+;;;
john94;Poa trivialis;hl;+;;;
john94;Potentilla aurea;hl;5;;;
john94;Potentilla erecta;hl;+;;;
john94;Prunella vulgaris;hl;+;;;
john94;Pseudorchis albida;hl;r;;;
john94;Ranunculus acris;hl;2;;;
john94;Ranunculus repens;hl;+;;;
john94;Rumex alpestris;hl;+;;;
john94;Rumex alpinus;hl;5;;;
john94;Senecio ovatus;hl;r;;;
john94;Senecio subalpinus;hl;+;;;
john94;Silene vulgaris;hl;+;;;
john94;Solidago virgaurea;hl;+;;;
john94;Stellaria graminea;hl;r;;;
john94;Stellaria nemorum;hl;+;;;
john94;Trifolium pratense;hl;+;;;
john94;Trifolium repens;hl;+;;;
john94;Vaccinium myrtillus;hl;+;;;
john94;Veratrum album;hl;10;;;
john94;Veronica chamaedrys;hl;r;;;
john94;Veronica officinalis;hl;2;;;
john94;Veronica serpyllifolia;hl;+;;;
